Device-ID/User-ID,Timestamp,Reminder Type,Scheduled Time,Reminder Sent (Yes/No),Acknowledged (Yes/No),Unnamed: 6
D2962,2025-01-05 03:04:00.000000,Exercise,21:30:00,Yes,Yes,
D2963,2025-01-08 05:51:00.000000,Hydration,15:00:00,No,No,
D2964,2025-01-01 03:52:00.000000,Hydration,14:00:00,No,No,
D2965,2025-01-20 16:41:00.000000,Exercise,06:30:00,No,No,
D2966,2025-01-28 19:33:00.000000,Hydration,10:00:00,No,No,
D2967,2025-01-17 05:24:00.000000,Medication,17:00:00,Yes,No,
D2968,2025-01-02 00:22:00.000000,Medication,21:30:00,No,No,
D2969,2025-01-01 03:37:00.000000,Appointment,16:30:00,No,No,
D2970,2025-01-03 16:44:00.000000,Exercise,15:30:00,Yes,Yes,
D2971,2025-01-10 08:29:00.000000,Exercise,21:30:00,Yes,Yes,
D2972,2025-01-11 18:58:00.000000,Medication,19:00:00,No,No,
D2973,2025-01-19 00:30:00.000000,Medication,06:00:00,No,No,
D2974,2025-01-28 06:18:00.000000,Appointment,17:30:00,No,No,
D2975,2025-01-02 15:21:00.000000,Medication,22:30:00,No,No,
D2976,2025-01-29 07:02:00.000000,Exercise,09:30:00,No,No,
D2977,2025-01-06 12:27:00.000000,Appointment,20:30:00,No,No,
D2978,2025-01-08 22:25:00.000000,Appointment,11:00:00,Yes,No,
D2979,2025-01-19 10:38:00.000000,Appointment,15:30:00,No,No,
D2980,2025-01-19 23:28:00.000000,Medication,15:30:00,No,No,
D2981,2025-01-17 10:25:00.000000,Appointment,08:30:00,No,No,
D2982,2025-01-01 20:05:00.000000,Hydration,06:30:00,No,No,
D2983,2025-01-25 09:36:00.000000,Medication,18:30:00,Yes,Yes,
D2984,2025-01-16 04:39:00.000000,Appointment,19:30:00,Yes,No,
D2985,2025-01-14 17:55:00.000000,Hydration,13:30:00,Yes,Yes,
D2986,2025-01-15 16:02:00.000000,Appointment,20:30:00,Yes,No,
D2987,2025-01-24 08:29:00.000000,Hydration,14:30:00,Yes,Yes,
D2988,2025-01-13 08:09:00.000000,Appointment,13:00:00,Yes,Yes,
D2989,2025-01-21 04:55:00.000000,Appointment,15:30:00,Yes,Yes,
D2990,2025-01-25 14:18:00.000000,Exercise,07:30:00,Yes,Yes,
D2991,2025-01-21 18:15:00.000000,Exercise,12:00:00,No,No,
D2992,2025-01-06 03:56:00.000000,Hydration,07:30:00,Yes,Yes,
D2993,2025-01-22 07:30:00.000000,Exercise,19:00:00,Yes,No,
D2994,2025-01-05 05:09:00.000000,Medication,13:00:00,Yes,No,
D2995,2025-01-09 12:43:00.000000,Medication,07:30:00,No,No,
D2996,2025-01-09 17:10:00.000000,Medication,06:00:00,No,No,
D2997,2025-01-01 08:41:00.000000,Medication,19:30:00,Yes,Yes,
D2998,2025-01-29 12:24:00.000000,Appointment,14:30:00,Yes,Yes,
D2999,2025-01-13 22:39:00.000000,Hydration,08:00:00,Yes,Yes,
D3000,2025-01-07 11:10:00.000000,Exercise,12:00:00,Yes,Yes,
D3001,2025-01-25 22:57:00.000000,Medication,14:30:00,Yes,Yes,
D3002,2025-01-24 02:36:00.000000,Appointment,20:30:00,No,No,
D3003,2025-01-06 14:13:00.000000,Exercise,14:00:00,Yes,Yes,
D3004,2025-01-07 06:40:00.000000,Hydration,16:00:00,Yes,Yes,
D3005,2025-01-26 22:27:00.000000,Medication,11:00:00,No,No,
D3006,2025-01-05 00:41:00.000000,Hydration,10:00:00,Yes,Yes,
D3007,2025-01-27 08:56:00.000000,Appointment,22:00:00,Yes,No,
D3008,2025-01-13 00:36:00.000000,Appointment,14:00:00,Yes,Yes,
D3009,2025-01-13 02:54:00.000000,Hydration,22:00:00,Yes,Yes,
D3010,2025-01-10 17:35:00.000000,Exercise,17:30:00,Yes,Yes,
D3011,2025-01-15 11:40:00.000000,Appointment,18:00:00,Yes,Yes,
D3012,2025-01-08 16:32:00.000000,Medication,18:30:00,Yes,No,
D3013,2025-01-11 14:45:00.000000,Hydration,17:30:00,No,No,
D3014,2025-01-05 01:22:00.000000,Hydration,18:30:00,No,No,
D3015,2025-01-20 05:21:00.000000,Medication,17:30:00,No,No,
D3016,2025-01-10 19:10:00.000000,Hydration,18:30:00,No,No,
D3017,2025-01-05 23:45:00.000000,Medication,10:30:00,No,No,
D3018,2025-01-11 01:58:00.000000,Exercise,12:00:00,No,No,
D3019,2025-01-03 09:08:00.000000,Appointment,21:00:00,No,No,
D3020,2025-01-25 16:32:00.000000,Medication,21:00:00,No,No,
D3021,2025-01-23 01:02:00.000000,Hydration,14:00:00,No,No,
D3022,2025-01-14 09:53:00.000000,Appointment,16:00:00,Yes,No,
D3023,2025-01-16 19:08:00.000000,Appointment,14:00:00,No,No,
D3024,2025-01-23 07:23:00.000000,Exercise,16:30:00,No,No,
D3025,2025-01-15 19:41:00.000000,Medication,20:00:00,No,No,
D3026,2025-01-11 11:41:00.000000,Medication,07:30:00,Yes,Yes,
D3027,2025-01-27 16:14:00.000000,Appointment,10:30:00,Yes,Yes,
D3028,2025-01-24 07:41:00.000000,Exercise,09:30:00,Yes,Yes,
D3029,2025-01-24 03:40:00.000000,Exercise,18:00:00,Yes,Yes,
D3030,2025-01-13 11:08:00.000000,Exercise,07:00:00,Yes,Yes,
D3031,2025-01-04 15:55:00.000000,Exercise,16:30:00,No,No,
D3032,2025-01-23 11:56:00.000000,Medication,09:00:00,No,No,
D3033,2025-01-17 12:11:00.000000,Hydration,13:30:00,No,No,
D3034,2025-01-21 00:15:00.000000,Medication,08:00:00,Yes,Yes,
D3035,2025-01-27 08:18:00.000000,Exercise,12:00:00,No,No,
D3036,2025-01-12 18:21:00.000000,Medication,19:30:00,No,No,
D3037,2025-01-23 09:41:00.000000,Exercise,10:00:00,Yes,Yes,
D3038,2025-01-17 11:50:00.000000,Appointment,11:00:00,No,No,
D3039,2025-01-26 07:00:00.000000,Hydration,15:00:00,Yes,Yes,
D3040,2025-01-15 05:45:00.000000,Appointment,13:30:00,Yes,Yes,
D3041,2025-01-24 05:18:00.000000,Hydration,14:30:00,No,No,
D3042,2025-01-02 16:51:00.000000,Appointment,16:00:00,Yes,Yes,
D3043,2025-01-11 13:24:00.000000,Medication,06:30:00,Yes,Yes,
D3044,2025-01-24 13:35:00.000000,Hydration,08:30:00,No,No,
D3045,2025-01-16 18:21:00.000000,Appointment,16:00:00,Yes,Yes,
D3046,2025-01-03 03:32:00.000000,Hydration,08:00:00,Yes,No,
D3047,2025-01-03 15:47:00.000000,Exercise,16:00:00,Yes,Yes,
D3048,2025-01-22 12:11:00.000000,Appointment,13:30:00,Yes,Yes,
D3049,2025-01-19 11:23:00.000000,Medication,08:30:00,Yes,Yes,
D3050,2025-01-06 07:17:00.000000,Hydration,08:00:00,Yes,Yes,
D3051,2025-01-11 18:44:00.000000,Exercise,22:00:00,No,No,
D3052,2025-01-02 19:05:00.000000,Medication,14:00:00,No,No,
D3053,2025-01-18 11:28:00.000000,Exercise,16:30:00,Yes,Yes,
D3054,2025-01-10 23:50:00.000000,Hydration,07:00:00,Yes,Yes,
D3055,2025-01-20 05:03:00.000000,Medication,06:30:00,Yes,Yes,
D3056,2025-01-18 20:13:00.000000,Hydration,10:00:00,Yes,Yes,
D3057,2025-01-13 02:39:00.000000,Exercise,07:30:00,Yes,Yes,
D3058,2025-01-14 13:36:00.000000,Appointment,20:00:00,No,No,
D3059,2025-01-23 21:23:00.000000,Appointment,17:00:00,No,No,
D3060,2025-01-04 13:58:00.000000,Exercise,14:30:00,No,No,
D3061,2025-01-14 22:43:00.000000,Medication,14:00:00,Yes,No,
D3062,2025-01-12 08:38:00.000000,Appointment,08:00:00,Yes,Yes,
D3063,2025-01-04 15:20:00.000000,Exercise,17:30:00,No,No,
D3064,2025-01-14 07:27:00.000000,Appointment,19:00:00,Yes,Yes,
D3065,2025-01-19 03:03:00.000000,Medication,12:00:00,No,No,
D3066,2025-01-26 07:30:00.000000,Exercise,21:00:00,Yes,Yes,
D3067,2025-01-25 10:25:00.000000,Appointment,07:00:00,Yes,Yes,
D3068,2025-01-02 03:53:00.000000,Appointment,10:30:00,No,No,
D3069,2025-01-04 00:36:00.000000,Appointment,06:30:00,No,No,
D3070,2025-01-08 09:43:00.000000,Medication,08:30:00,No,No,
D3071,2025-01-13 08:12:00.000000,Exercise,14:30:00,No,No,
D3072,2025-01-28 13:50:00.000000,Exercise,20:00:00,Yes,Yes,
D3073,2025-01-07 19:39:00.000000,Exercise,10:30:00,No,No,
D3074,2025-01-22 14:22:00.000000,Exercise,16:30:00,No,No,
D3075,2025-01-26 02:06:00.000000,Appointment,15:00:00,Yes,Yes,
D3076,2025-01-30 21:03:00.000000,Medication,08:00:00,Yes,Yes,
D3077,2025-01-08 14:40:00.000000,Appointment,12:30:00,Yes,No,
D3078,2025-01-15 06:46:00.000000,Medication,11:00:00,Yes,Yes,
D3079,2025-01-13 18:33:00.000000,Hydration,20:30:00,Yes,Yes,
D3080,2025-01-16 18:34:00.000000,Medication,06:00:00,Yes,Yes,
D3081,2025-01-23 04:20:00.000000,Exercise,15:00:00,Yes,Yes,
D3082,2025-01-26 19:56:00.000000,Medication,07:00:00,Yes,Yes,
D3083,2025-01-18 19:23:00.000000,Hydration,17:00:00,No,No,
D3084,2025-01-09 17:25:00.000000,Medication,15:30:00,Yes,Yes,
D3085,2025-01-21 20:25:00.000000,Hydration,11:00:00,No,No,
D3086,2025-01-17 13:12:00.000000,Exercise,08:30:00,Yes,No,
D3087,2025-01-05 08:24:00.000000,Exercise,11:30:00,No,No,
D3088,2025-01-21 01:05:00.000000,Exercise,21:00:00,Yes,Yes,
D3089,2025-01-16 06:19:00.000000,Exercise,07:00:00,Yes,No,
D3090,2025-01-08 06:02:00.000000,Appointment,12:00:00,Yes,Yes,
D3091,2025-01-03 12:08:00.000000,Exercise,13:00:00,Yes,Yes,
D3092,2025-01-04 17:38:00.000000,Medication,19:30:00,Yes,Yes,
D3093,2025-01-11 17:31:00.000000,Hydration,18:00:00,Yes,Yes,
D3094,2025-01-13 22:33:00.000000,Medication,17:00:00,Yes,Yes,
D3095,2025-01-06 05:55:00.000000,Appointment,10:00:00,Yes,Yes,
D3096,2025-01-01 17:54:00.000000,Appointment,13:00:00,No,No,
D3097,2025-01-19 05:07:00.000000,Appointment,16:00:00,Yes,Yes,
D3098,2025-01-03 13:11:00.000000,Hydration,11:00:00,No,No,
D3099,2025-01-07 13:16:00.000000,Medication,16:00:00,No,No,
D3100,2025-01-22 23:13:00.000000,Exercise,19:30:00,Yes,Yes,
D3101,2025-01-07 11:51:00.000000,Appointment,18:30:00,No,No,
D3102,2025-01-11 17:52:00.000000,Exercise,20:30:00,Yes,No,
D3103,2025-01-05 19:23:00.000000,Exercise,07:30:00,Yes,Yes,
D3104,2025-01-15 22:18:00.000000,Medication,13:30:00,Yes,Yes,
D3105,2025-01-17 13:41:00.000000,Appointment,20:00:00,No,No,
D3106,2025-01-26 17:17:00.000000,Medication,12:30:00,Yes,Yes,
D3107,2025-01-09 22:34:00.000000,Exercise,07:00:00,No,No,
D3108,2025-01-25 20:04:00.000000,Appointment,06:30:00,Yes,Yes,
D3109,2025-01-21 03:54:00.000000,Medication,18:30:00,Yes,Yes,
D3110,2025-01-11 10:42:00.000000,Appointment,18:00:00,Yes,Yes,
D3111,2025-01-20 02:28:00.000000,Hydration,16:00:00,Yes,No,
D3112,2025-01-09 05:51:00.000000,Appointment,20:30:00,No,No,
D3113,2025-01-03 02:38:00.000000,Exercise,21:30:00,No,No,
D3114,2025-01-01 06:00:00.000000,Exercise,14:00:00,No,No,
D3115,2025-01-26 04:59:00.000000,Hydration,16:00:00,Yes,Yes,
D3116,2025-01-18 16:39:00.000000,Appointment,09:30:00,Yes,Yes,
D3117,2025-01-16 02:38:00.000000,Medication,17:30:00,No,No,
D3118,2025-01-10 05:46:00.000000,Appointment,19:30:00,Yes,Yes,
D3119,2025-01-08 00:17:00.000000,Appointment,17:00:00,Yes,Yes,
D3120,2025-01-29 00:56:00.000000,Exercise,12:30:00,No,No,
D3121,2025-01-21 20:01:00.000000,Appointment,14:30:00,Yes,Yes,
D3122,2025-01-15 11:39:00.000000,Medication,22:30:00,No,No,
D3123,2025-01-25 17:23:00.000000,Appointment,18:30:00,No,No,
D3124,2025-01-07 17:11:00.000000,Hydration,19:00:00,No,No,
D3125,2025-01-21 02:11:00.000000,Exercise,13:30:00,No,No,
D3126,2025-01-29 06:17:00.000000,Exercise,08:30:00,Yes,Yes,
D3127,2025-01-11 11:45:00.000000,Appointment,15:30:00,No,No,
D3128,2025-01-13 01:07:00.000000,Appointment,14:30:00,No,No,
D3129,2025-01-25 19:05:00.000000,Medication,14:00:00,No,No,
D3130,2025-01-16 05:25:00.000000,Hydration,07:30:00,No,No,
D3131,2025-01-07 09:20:00.000000,Exercise,14:00:00,No,No,
D3132,2025-01-14 07:41:00.000000,Appointment,08:00:00,Yes,Yes,
D3133,2025-01-20 04:47:00.000000,Appointment,13:30:00,No,No,
D3134,2025-01-04 08:29:00.000000,Medication,20:30:00,Yes,No,
D3135,2025-01-29 20:28:00.000000,Exercise,13:30:00,No,No,
D3136,2025-01-05 06:10:00.000000,Appointment,07:00:00,No,No,
D3137,2025-01-08 03:44:00.000000,Hydration,09:30:00,No,No,
D3138,2025-01-14 16:49:00.000000,Hydration,19:30:00,No,No,
D3139,2025-01-20 21:05:00.000000,Exercise,22:00:00,No,No,
D3140,2025-01-18 10:08:00.000000,Appointment,14:00:00,Yes,No,
D3141,2025-01-21 12:25:00.000000,Hydration,13:00:00,Yes,Yes,
D3142,2025-01-06 08:52:00.000000,Exercise,19:30:00,Yes,Yes,
D3143,2025-01-07 01:43:00.000000,Exercise,20:00:00,Yes,Yes,
D3144,2025-01-20 09:45:00.000000,Medication,06:00:00,Yes,Yes,
D3145,2025-01-27 10:47:00.000000,Medication,08:00:00,No,No,
D3146,2025-01-16 16:55:00.000000,Medication,12:30:00,Yes,Yes,
D3147,2025-01-06 09:25:00.000000,Hydration,09:00:00,No,No,
D3148,2025-01-14 01:49:00.000000,Exercise,20:00:00,Yes,Yes,
D3149,2025-01-29 01:36:00.000000,Medication,13:00:00,Yes,Yes,
D3150,2025-01-10 05:43:00.000000,Exercise,12:00:00,No,No,
D3151,2025-01-24 22:52:00.000000,Medication,21:00:00,Yes,Yes,
D3152,2025-01-29 00:36:00.000000,Appointment,09:00:00,Yes,Yes,
D3153,2025-01-15 21:46:00.000000,Medication,10:00:00,Yes,Yes,
D3154,2025-01-27 10:17:00.000000,Hydration,12:00:00,Yes,Yes,
D3155,2025-01-19 01:53:00.000000,Appointment,19:00:00,Yes,Yes,
D3156,2025-01-15 02:04:00.000000,Exercise,14:00:00,Yes,Yes,
D3157,2025-01-10 21:44:00.000000,Medication,06:00:00,Yes,Yes,
D3158,2025-01-28 13:50:00.000000,Exercise,12:30:00,Yes,Yes,
D3159,2025-01-01 13:53:00.000000,Hydration,21:00:00,No,No,
D3160,2025-01-04 20:59:00.000000,Medication,11:30:00,Yes,Yes,
D3161,2025-01-17 01:02:00.000000,Appointment,18:30:00,Yes,Yes,
D3162,2025-01-26 16:58:00.000000,Medication,22:30:00,No,No,
D3163,2025-01-16 16:47:00.000000,Appointment,12:00:00,Yes,Yes,
D3164,2025-01-26 07:17:00.000000,Medication,16:00:00,Yes,Yes,
D3165,2025-01-25 07:06:00.000000,Hydration,13:00:00,Yes,Yes,
D3166,2025-01-25 04:28:00.000000,Appointment,09:00:00,Yes,No,
D3167,2025-01-11 16:51:00.000000,Medication,14:00:00,No,No,
D3168,2025-01-28 09:35:00.000000,Hydration,16:00:00,No,No,
D3169,2025-01-27 17:25:00.000000,Hydration,15:00:00,Yes,Yes,
D3170,2025-01-17 06:35:00.000000,Appointment,06:30:00,No,No,
D3171,2025-01-07 16:19:00.000000,Exercise,06:00:00,No,No,
D3172,2025-01-20 03:10:00.000000,Hydration,06:30:00,No,No,
D3173,2025-01-17 22:45:00.000000,Exercise,12:30:00,No,No,
D3174,2025-01-25 00:54:00.000000,Hydration,13:00:00,Yes,Yes,
D3175,2025-01-29 05:47:00.000000,Exercise,18:00:00,No,No,
D3176,2025-01-30 08:23:00.000000,Exercise,22:30:00,No,No,
D3177,2025-01-04 13:30:00.000000,Exercise,20:00:00,Yes,Yes,
D3178,2025-01-14 11:56:00.000000,Hydration,11:30:00,Yes,No,
D3179,2025-01-28 05:58:00.000000,Appointment,10:00:00,Yes,No,
D3180,2025-01-26 13:15:00.000000,Exercise,14:00:00,No,No,
D3181,2025-01-27 09:54:00.000000,Hydration,19:00:00,No,No,
D3182,2025-01-30 04:42:00.000000,Exercise,18:00:00,Yes,Yes,
D3183,2025-01-19 17:38:00.000000,Medication,21:00:00,No,No,
D3184,2025-01-09 04:38:00.000000,Medication,15:00:00,No,No,
D3185,2025-01-20 06:54:00.000000,Hydration,18:30:00,Yes,Yes,
D3186,2025-01-16 17:19:00.000000,Hydration,16:30:00,Yes,Yes,
D3187,2025-01-19 11:32:00.000000,Appointment,06:00:00,Yes,Yes,
D3188,2025-01-19 00:58:00.000000,Exercise,12:00:00,Yes,Yes,
D3189,2025-01-09 11:05:00.000000,Exercise,10:00:00,No,No,
D3190,2025-01-11 00:52:00.000000,Medication,18:30:00,Yes,No,
D3191,2025-01-19 05:47:00.000000,Hydration,16:00:00,Yes,No,
D3192,2025-01-25 14:26:00.000000,Appointment,15:30:00,No,No,
D3193,2025-01-04 11:20:00.000000,Appointment,06:30:00,Yes,No,
D3194,2025-01-06 07:08:00.000000,Medication,12:30:00,Yes,No,
D3195,2025-01-11 08:44:00.000000,Appointment,21:00:00,Yes,No,
D3196,2025-01-21 03:26:00.000000,Hydration,19:30:00,Yes,Yes,
D3197,2025-01-02 22:20:00.000000,Exercise,12:30:00,Yes,Yes,
D3198,2025-01-24 08:04:00.000000,Exercise,20:00:00,Yes,Yes,
D3199,2025-01-02 13:07:00.000000,Appointment,16:00:00,No,No,
D3200,2025-01-03 09:30:00.000000,Exercise,20:00:00,No,No,
D3201,2025-01-03 00:38:00.000000,Hydration,09:30:00,No,No,
D3202,2025-01-12 21:10:00.000000,Appointment,16:30:00,No,No,
D3203,2025-01-27 03:58:00.000000,Hydration,13:30:00,No,No,
D3204,2025-01-26 13:53:00.000000,Appointment,15:30:00,No,No,
D3205,2025-01-14 13:21:00.000000,Medication,06:30:00,Yes,Yes,
D3206,2025-01-04 08:59:00.000000,Exercise,11:00:00,Yes,Yes,
D3207,2025-01-15 18:28:00.000000,Hydration,13:30:00,Yes,Yes,
D3208,2025-01-26 19:22:00.000000,Hydration,08:00:00,Yes,Yes,
D3209,2025-01-04 01:47:00.000000,Hydration,06:30:00,Yes,Yes,
D3210,2025-01-22 20:19:00.000000,Hydration,09:30:00,Yes,No,
D3211,2025-01-03 01:05:00.000000,Hydration,13:30:00,No,No,
D3212,2025-01-05 03:45:00.000000,Exercise,22:30:00,Yes,Yes,
D3213,2025-01-02 00:49:00.000000,Medication,19:00:00,Yes,Yes,
D3214,2025-01-26 05:18:00.000000,Hydration,12:30:00,Yes,Yes,
D3215,2025-01-07 04:19:00.000000,Hydration,20:00:00,No,No,
D3216,2025-01-13 16:19:00.000000,Medication,08:30:00,Yes,Yes,
D3217,2025-01-26 02:39:00.000000,Medication,11:00:00,No,No,
D3218,2025-01-21 20:49:00.000000,Exercise,17:30:00,No,No,
D3219,2025-01-05 12:09:00.000000,Hydration,11:00:00,Yes,Yes,
D3220,2025-01-20 16:23:00.000000,Hydration,13:00:00,No,No,
D3221,2025-01-03 00:24:00.000000,Appointment,08:00:00,No,No,
D3222,2025-01-28 21:26:00.000000,Hydration,12:00:00,Yes,Yes,
D3223,2025-01-04 08:20:00.000000,Medication,21:30:00,Yes,Yes,
D3224,2025-01-05 15:44:00.000000,Appointment,14:00:00,No,No,
D3225,2025-01-25 16:43:00.000000,Exercise,12:30:00,No,No,
D3226,2025-01-24 22:11:00.000000,Exercise,07:00:00,No,No,
D3227,2025-01-05 15:45:00.000000,Medication,09:30:00,No,No,
D3228,2025-01-06 19:10:00.000000,Medication,06:00:00,No,No,
D3229,2025-01-21 14:01:00.000000,Exercise,17:30:00,No,No,
D3230,2025-01-04 17:00:00.000000,Appointment,10:30:00,No,No,
D3231,2025-01-07 20:42:00.000000,Hydration,11:30:00,No,No,
D3232,2025-01-07 19:43:00.000000,Medication,10:00:00,No,No,
D3233,2025-01-01 17:03:00.000000,Appointment,21:30:00,No,No,
D3234,2025-01-21 09:33:00.000000,Hydration,20:30:00,No,No,
D3235,2025-01-12 10:47:00.000000,Appointment,21:30:00,Yes,Yes,
D3236,2025-01-27 05:59:00.000000,Appointment,11:30:00,No,No,
D3237,2025-01-04 23:12:00.000000,Medication,15:30:00,Yes,Yes,
D3238,2025-01-04 01:34:00.000000,Hydration,08:00:00,Yes,Yes,
D3239,2025-01-28 09:45:00.000000,Medication,11:00:00,Yes,Yes,
D3240,2025-01-03 11:50:00.000000,Exercise,21:30:00,Yes,Yes,
D3241,2025-01-07 19:12:00.000000,Hydration,15:00:00,Yes,Yes,
D3242,2025-01-22 01:44:00.000000,Medication,10:30:00,No,No,
D3243,2025-01-13 09:33:00.000000,Hydration,14:00:00,No,No,
D3244,2025-01-06 08:34:00.000000,Hydration,16:30:00,No,No,
D3245,2025-01-15 23:05:00.000000,Appointment,08:00:00,Yes,Yes,
D3246,2025-01-19 01:56:00.000000,Appointment,13:30:00,Yes,Yes,
D3247,2025-01-20 20:12:00.000000,Medication,07:30:00,No,No,
D3248,2025-01-20 04:29:00.000000,Appointment,07:30:00,No,No,
D3249,2025-01-01 11:54:00.000000,Medication,16:00:00,No,No,
D3250,2025-01-26 09:32:00.000000,Medication,13:00:00,Yes,Yes,
D3251,2025-01-09 01:15:00.000000,Medication,13:00:00,No,No,
D3252,2025-01-19 20:00:00.000000,Appointment,17:30:00,No,No,
D3253,2025-01-24 02:10:00.000000,Hydration,15:00:00,Yes,Yes,
D3254,2025-01-01 03:18:00.000000,Exercise,07:30:00,No,No,
D3255,2025-01-03 08:42:00.000000,Medication,18:00:00,No,No,
D3256,2025-01-18 06:00:00.000000,Appointment,14:00:00,No,No,
D3257,2025-01-06 15:53:00.000000,Exercise,06:00:00,No,No,
D3258,2025-01-11 01:07:00.000000,Exercise,13:00:00,No,No,
D3259,2025-01-30 05:41:00.000000,Hydration,20:30:00,No,No,
D3260,2025-01-10 15:39:00.000000,Appointment,10:00:00,No,No,
D3261,2025-01-29 23:00:00.000000,Exercise,20:30:00,Yes,Yes,
D3262,2025-01-02 06:48:00.000000,Exercise,21:00:00,Yes,Yes,
D3263,2025-01-12 19:27:00.000000,Exercise,10:00:00,Yes,Yes,
D3264,2025-01-12 18:09:00.000000,Hydration,20:30:00,No,No,
D3265,2025-01-22 01:19:00.000000,Appointment,07:30:00,Yes,Yes,
D3266,2025-01-13 02:05:00.000000,Appointment,09:30:00,Yes,Yes,
D3267,2025-01-02 01:09:00.000000,Exercise,19:30:00,Yes,Yes,
D3268,2025-01-01 16:59:00.000000,Hydration,06:30:00,Yes,Yes,
D3269,2025-01-20 12:45:00.000000,Hydration,21:30:00,No,No,
D3270,2025-01-09 22:45:00.000000,Medication,22:00:00,No,No,
D3271,2025-01-24 12:07:00.000000,Appointment,22:30:00,Yes,Yes,
D3272,2025-01-12 02:03:00.000000,Appointment,10:30:00,No,No,
D3273,2025-01-25 08:32:00.000000,Hydration,06:00:00,Yes,Yes,
D3274,2025-01-20 05:08:00.000000,Hydration,09:00:00,Yes,Yes,
D3275,2025-01-27 01:27:00.000000,Medication,15:30:00,No,No,
D3276,2025-01-04 21:07:00.000000,Exercise,07:00:00,No,No,
D3277,2025-01-03 13:24:00.000000,Medication,18:00:00,No,No,
D3278,2025-01-14 13:22:00.000000,Hydration,07:00:00,No,No,
D3279,2025-01-01 22:35:00.000000,Medication,22:00:00,No,No,
D3280,2025-01-13 16:42:00.000000,Appointment,17:00:00,Yes,Yes,
D3281,2025-01-13 16:45:00.000000,Exercise,21:00:00,Yes,Yes,
D3282,2025-01-08 05:26:00.000000,Appointment,19:30:00,No,No,
D3283,2025-01-14 23:07:00.000000,Exercise,18:00:00,Yes,Yes,
D3284,2025-01-04 06:50:00.000000,Medication,07:30:00,No,No,
D3285,2025-01-28 23:34:00.000000,Appointment,10:30:00,No,No,
D3286,2025-01-07 20:09:00.000000,Medication,10:00:00,Yes,Yes,
D3287,2025-01-03 22:56:00.000000,Exercise,18:00:00,Yes,Yes,
D3288,2025-01-08 19:39:00.000000,Appointment,15:30:00,Yes,Yes,
D3289,2025-01-14 14:56:00.000000,Exercise,06:00:00,No,No,
D3290,2025-01-05 09:33:00.000000,Medication,21:00:00,No,No,
D3291,2025-01-22 02:32:00.000000,Hydration,16:30:00,Yes,Yes,
D3292,2025-01-29 14:32:00.000000,Appointment,17:30:00,No,No,
D3293,2025-01-23 21:20:00.000000,Appointment,17:00:00,No,No,
D3294,2025-01-21 21:45:00.000000,Hydration,13:30:00,No,No,
D3295,2025-01-01 17:35:00.000000,Hydration,18:00:00,No,No,
D3296,2025-01-30 14:52:00.000000,Appointment,08:30:00,Yes,Yes,
D3297,2025-01-02 04:16:00.000000,Exercise,09:00:00,No,No,
D3298,2025-01-13 21:16:00.000000,Medication,16:00:00,No,No,
D3299,2025-01-23 15:44:00.000000,Hydration,16:00:00,No,No,
D3300,2025-01-05 08:10:00.000000,Hydration,14:00:00,Yes,Yes,
D3301,2025-01-22 17:05:00.000000,Hydration,19:30:00,No,No,
D3302,2025-01-26 19:26:00.000000,Medication,15:30:00,Yes,Yes,
D3303,2025-01-11 17:22:00.000000,Exercise,06:00:00,No,No,
D3304,2025-01-08 16:55:00.000000,Medication,21:00:00,Yes,Yes,
D3305,2025-01-02 21:34:00.000000,Exercise,18:00:00,No,No,
D3306,2025-01-03 20:30:00.000000,Medication,22:30:00,No,No,
D3307,2025-01-24 06:25:00.000000,Exercise,21:00:00,No,No,
D3308,2025-01-15 02:45:00.000000,Medication,22:00:00,Yes,No,
D3309,2025-01-08 01:37:00.000000,Hydration,06:30:00,Yes,Yes,
D3310,2025-01-22 08:54:00.000000,Hydration,07:30:00,No,No,
D3311,2025-01-19 10:42:00.000000,Appointment,11:30:00,No,No,
D3312,2025-01-16 14:10:00.000000,Medication,15:00:00,Yes,Yes,
D3313,2025-01-17 02:06:00.000000,Appointment,09:00:00,Yes,Yes,
D3314,2025-01-05 00:36:00.000000,Appointment,14:00:00,Yes,Yes,
D3315,2025-01-02 01:22:00.000000,Hydration,12:00:00,Yes,Yes,
D3316,2025-01-24 23:41:00.000000,Medication,12:30:00,Yes,Yes,
D3317,2025-01-09 02:55:00.000000,Medication,17:00:00,No,No,
D3318,2025-01-22 20:51:00.000000,Appointment,19:00:00,Yes,Yes,
D3319,2025-01-20 16:10:00.000000,Hydration,10:00:00,Yes,Yes,
D3320,2025-01-14 12:22:00.000000,Exercise,15:00:00,Yes,Yes,
D3321,2025-01-24 16:05:00.000000,Exercise,19:30:00,No,No,
D3322,2025-01-24 16:28:00.000000,Medication,07:30:00,Yes,Yes,
D3323,2025-01-09 16:50:00.000000,Hydration,12:00:00,No,No,
D3324,2025-01-13 01:27:00.000000,Hydration,11:00:00,No,No,
D3325,2025-01-20 09:05:00.000000,Medication,22:30:00,Yes,Yes,
D3326,2025-01-30 11:24:00.000000,Hydration,11:30:00,No,No,
D3327,2025-01-05 06:15:00.000000,Appointment,20:30:00,No,No,
D3328,2025-01-03 21:53:00.000000,Appointment,12:30:00,No,No,
D3329,2025-01-15 20:54:00.000000,Exercise,19:30:00,No,No,
D3330,2025-01-02 13:41:00.000000,Exercise,22:00:00,Yes,Yes,
